Additional_info,Alternative_name,Catalog,Description,Formal_name,Name,Url
,,14617,"DMXAA is a xanthene which acts as a tumor vascular disrupting agent, inducing apoptosis in tumor vascular endothelium resulting in necrosis at the tumor core. It potently activates the TANK-binding kinase 1-interferon regulatory factor 3 (TBK1/IRF3) signaling pathway in leukocytes, inducing type-I-interferon (IFN) production. Specifically, DMXAA activates the mitochondria- and endoplasmic reticulum-associated protein known as stimulator of interferon genes (STING), leading to TBK1/IRF3 signaling. DMXAA signals through mouse STING but not human STING. In addition, DMXAA significantly inhibits several kinases in endothelial cells, including the vascular endothelial growth factor (VEGF) receptors VEGFR1 and VEGFR2 (IC = 119 and 11 µM, respectively).",,DMXAA,https://www.caymanchem.com/product/14617
,,19887,"2’3’-cGAMP is a second messenger produced from ATP and GTP by cGMP-AMP synthase (cGAS) in the cytoplasm of mammalian cells in response to the presence of DNA. It contains a non-canonical 2’5’-phosphodiester bond and binds tightly to the adapter protein STING (stimulator of interferon genes) with a K value of 3.79 nM, which is significantly lower than that observed for 2’2’-cGAMP, 3’3’-cGAMP (Item No. ), cyclic di-GMP (Item No. ), and 3’2’-cGAMP (Ks = 0.287, 1.04, 1.21, and 1.61 µM, respectively). It is a potent inducer of IFN-β mRNA expression with an EC value of 19.4 nM in L929 cells.",,2'3'-cGAMP (sodium salt),https://www.caymanchem.com/product/19887
,,22816,"Stimulator of interferon genes (STING) is a component of the innate immune response that binds to cyclic dinucleotides, which are bacterial second messengers, leading to activation of NF-κB and transcription of immunomodulatory genes, including type I interferon (IFN). The R232 variant is the most common variant in the human population, found at a frequency of 57.9% in the 1000 Genome Project. The SNP variant H232 (Item No. ) is found at a 13.7% frequency. Various mutations in STING either reduce or increase its activity. Gain-of-function mutations in STING, including R284M (Item No. ) and V155M, lead to constitutive activation and enhancement of the type I IFN response. The V155M mutation is associated with a systemic inflammatory condition, including pulmonary fibrosis and autoimmune factors. Mutations that reduce STING activity include K224R (Item No. ), which reduces ubiquitination of STING thereby disrupting its localization within the cell, and the double mutation G230A, R293Q (Item No. ), which reduces the IFN response. A T596A mutation present in the mouse strain Goldenticket leads to a complete loss of STING protein and lack of a type I IFN response to infection by .",,STING R232 variant (human recombinant),https://www.caymanchem.com/product/22816
,,700420,"Ascorbate (L-Ascorbic acid or Vitamin C) is a six-carbon lactone that is synthesized from glucose in the liver of most mammalian species, but not by humans. Therefore, humans must obtain ascorbate in their diet in order to survive. In humans, ascorbate acts as an electron donor for eight different enzymes. It also serves as an antioxidant and may be beneficial for reducing the risk of developing chronic diseases such as cancer, cardiovascular disease, and cataracts. Cayman’s Ascorbate Assay provides a reproducible, sensitive fluorescence-based tool for quantifying ascorbate from plasma, serum, urine, and fruit juices.",,Ascorbate Assay Kit,https://www.caymanchem.com/product/700420
,,709001,"The antioxidant system of living organisms includes enzymes such as superoxide dismutase, catalase, and glutathione peroxidase; macromolecules such as albumin, ceruloplasmin, and ferritin; and an array of small molecules, including ascorbic acid, α-tocopherol, β-carotene, reduced glutathione, uric acid, and bilirubin. The sum of endogenous and food-derived antioxidants represents the total antioxidant activity of the extracellular fluid. Cooperation of all the different antioxidants provides greater protection against attack by reactive oxygen or nitrogen radicals, than any single compound alone. Thus, the overall antioxidant capacity may give more relevant biological information compared to that obtained by the measurement of individual components, as it considers the cumulative effect of all antioxidants present in plasma and body fluids. The Cayman Chemical Antioxidant Assay Kit measures the total antioxidant capacity of plasma, serum, urine, saliva, or cell lysates. The assay relies on the ability of antioxidants in the sample to inhibit the oxidation of ABTS (2,2'-azino-di-[3-ethylbenzthiazoline sulphonate]) to ABTS · + by metmyoglobin. The capacity of the antioxidants in the sample to prevent ABTS oxidation is compared with that of Trolox, a water-soluble tocopherol analogue, and is quantified as molar Trolox equivalents. Each kit contains assay buffer (10X), chromogen, metmyoglobin, trolox, hydrogen peroxide, a 96 well plate, plate cover, and complete instructions.",,Antioxidant Assay Kit,https://www.caymanchem.com/product/709001
,,516360,"The isoprostanes are a family of eicosanoids of non-enzymatic origin produced by the random oxidation of tissue phospholipids by oxygen radicals. Isoprostanes appear as artifacts in tissue and plasma samples which have undergone oxidative degradation during prolonged or improper storage. They also appear in the plasma and urine under normal conditions and are elevated by oxidative stress. At least one of the isoprostanes, 8-isoprostane (8- PGF), has been shown to have biological activity. It is a potent pulmonary and renal vasoconstrictor and has been implicated as a causative mediator of hepatorenal syndrome and pulmonary oxygen toxicity. 8-Isoprostane has been proposed as a marker of antioxidant deficiency and oxidative stress and elevated levels have been found in heavy smokers. 8-Isoprostane levels are also a relative indicator of sample integrity for lipid-containing samples such as serum, plasma, and whole cell preparations. Plasma from healthy volunteers contains modest amounts of 8-isoprostane (40-100 pg/ml) that increase with the age of the test subject. Normal human urinary levels range from 10-50 ng/mmol creatinine, which is an order of magnitude higher than many enzymatically derived eicosanoids. Cayman’s 8-Isoprostane Express ELISA is a competitive assay that can be used for quantification of 8-isoprostane in plasma, serum, urine, whole blood, tissue culture supernatants, and other sample matrices.",,"8-,Isoprostane Express ELISA Kit",https://www.caymanchem.com/product/516360
,,516351,"The isoprostanes are a family of eicosanoids of non-enzymatic origin produced by the random oxidation of tissue phospholipids by oxygen radicals. Isoprostanes appear as artifacts in tissue and plasma samples which have undergone oxidative degradation during prolonged or improper storage. They also appear in the plasma and urine under normal conditions and are elevated by oxidative stress. At least one of the isoprostanes, 8-isoprostane (8- PGF), has been shown to have biological activity. It is a potent pulmonary and renal vasoconstrictor and has been implicated as a causative mediator of hepatorenal syndrome and pulmonary oxygen toxicity. 8-Isoprostane has been proposed as a marker of antioxidant deficiency and oxidative stress and elevated levels have been found in heavy smokers. 8-Isoprostane levels are also a relative indicator of sample integrity for lipid-containing samples such as serum, plasma, and whole cell preparations. Plasma from healthy volunteers contains modest amounts of 8-isoprostane (40-100 pg/ml) that increase with the age of the test subject. Normal human urinary levels range from 10-50 ng/mmol creatinine, which is an order of magnitude higher than many enzymatically derived eicosanoids.",,"8-,Isoprostane ELISA Kit",https://www.caymanchem.com/product/516351
,,703202,"Glutathione reductase (GR, ) is a flavoprotein that catalyzes the NADPH-dependent reduction of oxidized glutathione (GSSG) to glutathione (GSH). This enzyme is essential for the GSH redox cycle which maintains adequate levels of reduced cellular GSH. A high GSH/GSSG ratio is essential for protection against oxidative stress. The Cayman Chemical Glutathione Reductase Assay Kit measures GR activity by measuring the rate of NADPH oxidation. The oxidation of NADPH to NADP is accompanied by a decrease in absorbance at 340 nm. Since GR is present at rate limiting concentrations, the rate of decrease in the A340 is directly proportional to the GR activity in the sample. The Cayman GR Assay Kit is provided in a convenient 96 well plate format and can be used to measure GR activity in plasma, erythrocyte lysates, tissue homogenates, and cell lysates.",,Glutathione Reductase Assay Kit,https://www.caymanchem.com/product/703202
,,601220,"Cayman’s Nitrotyrosine IP Kit allows for the capture and pulldown of nitrated proteins from cell lysates using a sorbent coupled with a nitrotyrosine monoclonal antibody. The nitrated proteins can be eluted from the resin, loaded to an SDS-PAGE gel, and probed using the included Nitrotyrosine Polyclonal Antibody or a user supplied target specific antibody. A positive control sample assures that the assay is working.",,Nitrotyrosine IP Kit,https://www.caymanchem.com/product/601220
,,707002,"Catalase (; 2HO oxidoreductase) is an ubiquitous antioxidant enzyme that is present in most aerobic cells. Catalase (CAT) is involved in the detoxification of hydrogen peroxide (HO), a reactive oxygen species (ROS), which is a toxic product of both normal aerobic metabolism and pathogenic ROS production. This enzyme catalyzes the conversion of two molecules of HO to molecular oxygen and two molecules of water (catalytic activity). CAT also demonstrates peroxidatic activity, in which low molecular weight alcohols can serve as electron donors. While the aliphatic alcohols serve as specific substrates for CAT, other enzymes with peroxidatic activity do not utilize these substrates. In humans, the highest levels of catalase are found in liver, kidney, and erythrocytes, where it is believed to account for the majority of hydrogen peroxide decomposition. The Cayman Chemical Catalase Assay Kit utilizes the peroxidatic function of CAT for determination of enzyme activity. The method is based on the reaction of the enzyme with methanol in the presence of an optimal concentration of HO. The formaldehyde produced is measured spectrophotometrically with 4-amino-3-hydrazino-5-mercapto-1,2,4-triazole (Purpald) as the chromogen. Purpald specifically forms a bicyclic heterocycle with aldehydes, which upon oxidation changes from colorless to a purple color. The assay can be used to measure CAT activity in plasma, serum, erythrocyte lysates, tissue homogenates, and cell lysates.",,Catalase Assay Kit,https://www.caymanchem.com/product/707002
,,703302,"Glutathione S-transferases (GSTs) are ubiquitous multifunctional enzymes, which play a key role in cellular detoxification. The enzymes protect cells against toxicants by conjugating them to glutathione, thereby neutralizing their electrophilic sites, and rendering the products more water-soluble. The glutathione conjugates are metabolized further to mercapturic acid and then excreted. Based on their sequence homology, substrate specificity, and immunological cross-reactivity, GSTs have been grouped into species-independent classes of isozymes. These classes are comprised of cytosolic enzymes and the fifth form is microsomal. The Cayman Chemical Glutathione S-Transferase Assay Kit measures total GST activity (cytosolic and microsomal) by measuring the conjugation of 1-chloro-2,4-dinitrobenzene (CDNB) with reduced glutathione. The conjugation is accompanied by an increase in absorbance at 340 nm. The rate of increase is directly proportional to the GST activity in the sample. The Cayman GST Assay Kit can be used to measure GST activity in plasma, erythrocyte lysates, tissue homogenates, and cell lysates. Cytosolic and microsomal GST activity can also be assayed separately.",,"Glutathione S-,Transferase Assay Kit",https://www.caymanchem.com/product/703302
,,700910,"Catalase (CAT) is a ubiquitous antioxidant enzyme involved in the detoxification of hydrogen peroxide (HO), a toxic product of both normal aerobic metabolism and pathogenic ROS production. It catalyzes the conversion of two molecules of HO to molecular oxygen and two molecules of water (catalytic activity). CAT also demonstrates peroxidatic activity, in which low molecular weight alcohols can serve as electron donors. While aliphatic alcohols serve as specific substrates for CAT, other enzymes with peroxidatic activity do not utilize these substrates. Cayman’s Catalase Assay Kit utilizes the peroxidatic function of CAT for determination of enzyme activity in plasma, serum, erythrocyte lysates, tissue homogenates, and cell lysates. The method is based on the reaction of the enzyme with methanol in the presence of an optimal concentration of HO. The formaldehyde produced is measured colorimetrically with Purpald, a chromogen that specifically forms a bicyclic heterocycle with aldehydes, which upon oxidation changes from colorless to a purple color.",,Catalase Assay Kit (without Hydrogen Peroxide),https://www.caymanchem.com/product/700910
,,501700,"Cyclic GMP-AMP synthase (cGAS) is a cytosolic DNA sensor that detects the presence of nucleic acids in the cytosol of mammalian cells as an indicator of bacterial or viral infection.  cGAS catalyzes the synthesis of a second messenger, 2’3’-cGAMP, from cytosolic ATP and GTP in response to dsDNA binding.  2’3’-cGAMP then binds tightly to the adaptor protein STING (stimulator of interferon genes), resulting in the recruitment of TBK1 and subsequent IRF3 phosphorylation.  IRF3 induces the transcription and translation type I interferon, a potent antiviral cytokine.  Activation of cGAS and the production of 2’3’-cGAMP are important in host defense, but also may play role in autoimmune or inflammatory diseases.  Modulation of cGAS activity,  with subsequent inhibition of induction of 2’3’-cGAMP formation is an active target of pharmacological intervention. ",,2'3'-cGAMP ELISA Kit,https://www.caymanchem.com/product/501700
,,781001,"The NOS activity assay kit measures NOS activity by monitoring the conversion of radiolabeled arginine to citrulline. This assay is simple, sensitive, and specific for NOS activity and can be used with both crude and purified enzyme preparations. The kit includes sufficient materials and reagents for 50 total reactions. Radiolabeled arginine and NADPH are not included with the kit.",,NOS Activity Assay Kit,https://www.caymanchem.com/product/781001
,,600160,"Protein methionine sulfoxide (MetO) is a reversible oxidative modification that occurs by exposure of protein(s) methionine residues to reactive oxygen species (ROS). Methionine oxidation can alter the function(s) of the modified proteins and if not reversed by MetO reductases can be further oxidized to methionine sulfone, an irreversible modification. Methionine oxidation may occur as a by-product of phagocytotic oxidative bursts, normal mitochondrial respiration and may also occur from environmental chemical exposures. The overabundance of methionine sulfoxidation is implicated in age-related diseases. Cellular protein MetO levels may be influenced by the decrease or loss of methionine sulfoxide reductase (MSR) activity or by an overabundance of ROS leading to increased levels of dysfunctional proteins. The Methionine Sulfoxide Polyclonal Antibody provided in this assay kit detected IgG-containing MetO from sera of Alzheimer’s patients but not from normal control sera. Cayman’s MetO Immunoblotting Kit contains reagents needed for the immunochemical detection of proteins containing MetO residues by western blotting. MetO-containing samples of interest include those from cell or tissue lysates as well as semi-pure or purified proteins. Samples may be prepared with reducing or non-reducing sample buffer prior to SDS-PAGE and tested along side one SDS-PAGE well designated for the provided positive control. The MetO Polyclonal Antibody was isolated from rabbit serum generated after immunization with a oxidized corn protein (MetO-DZS18) rich in methionine. This polyclonal antibody is specific for protein methionine sulfoxide.",,"Methionine Sulfoxide Immuno,blotting Kit",https://www.caymanchem.com/product/600160
,,10006518,"Nitric oxide (NO) is produced by three distinct isoforms of nitric oxide synthase and functions as a key signaling molecule in physiology and pathophysiology. NO transduces its effects by reacting either directly with heme and non-heme centers of proteins or indirectly  further oxidation to various reactive nitrogen species (RNS). Cayman’s S-Nitrosylated Protein Detection Kit (Biotin Switch) employs a modification of the Jaffrey . 'Biotin-switch' method to allow for the direct visualization of S-NO proteins in whole cells or tissues, as well as by western blot analysis. Using this method, free SH groups are first blocked (an addition of 125.1 amu per residue) and any S-NO bonds present in the sample are then cleaved. Biotinylation of the newly formed SH groups (an addition of 523.6 amu per residue) provides the basis for visualization using streptavidin-based colorimetric or fluorescence detection.",,"S-,Nitrosylated Protein Detection Kit (Biotin Switch)",https://www.caymanchem.com/product/10006518
,,780051,"Nitric Oxide (NO) is produced in trace quantities by neurons, endothelial cells, platelets, and neutrophils in response to homeostatic stimuli. This NO is scavenged rapidly (t = 4 s) and acts in a paracrine fashion to transduce cellular signals. NO interacts with the HEME prosthetic group of guanylate cyclase, activating the enzyme and leading to increased cGMP levels. Other cells (macrophages, fibroblasts, and hepatocytes) also produce NO in micromolar concentrations in response to inflammatory or mitogenic stimuli. These very high levels of NO lead to the formation of peroxynitrite, destruction of iron-sulphur clusters, thiol nitrosation, and nitration of protein tyrosine residues. Thus, the amount of NO produced in different biological systems can vary over several orders of magnitude and its subsequent chemical reactivity is diverse. The final products of NO  are nitrite (NO) and nitrate (NO). Relative proportions of NO and NO within a sample are variable and cannot be predicted with certainty. Therefore, the best index of total NO production is the sum of both of these products. Cayman Chemical’s Nitrate/Nitrite Fluorometric Assay Kit provides a convenient method for the quantitation of low levels of NO and NO in biological samples (particularly tissue culture medium). Previously undetectable concentrations of nitrate/nitrite in a variety of samples can be accurately quantitated using this kit as it extends the lower limit of detection by 20-fold over our popular colorimetric version. The minimum detectable quantity of NO/NO is ~50 nM.",,"Nitrate/,Nitrite Fluorometric Assay Kit",https://www.caymanchem.com/product/780051
,,501140,"Lipid peroxidation is a well-established mechanism of cellular injury in both plants and animals and is used as an indicator of oxidative stress in cells and tissues. Measurement of 4-hydroxy-2-nonenal (HNE), an aldehyde formed during the lipid peroxidation process, is one of several accepted biomarkers for lipid peroxidation. 1,4-Dihydroxynonane mercapturic acid (DHN-MA) is the major urinary metabolite of HNE present at physiological levels in rat and human urine. It can be measured without extraction and offers an alternative lipid peroxidation biomarker aside from 8-isoprostane or TBARS. This DHN-MA EIA Kit is a competitive assay that can be used for quantification of DHN-MA in urine samples. The EIA typically displays an IC (50% B/B) of approximately 75 pg/ml and a detection limit (80% B/B) of approximately 10 pg/ml. [Bertin Catalog No. A05185]",,"DHN-,MA EIA Kit",https://www.caymanchem.com/product/501140
,,705003,"Quantification of lipid peroxidation is essential to assess the role of oxidative injury in pathophysiological disorders. Lipid peroxidation results in the formation of highly reactive and unstable hydroperoxides of both saturated and unsaturated lipids. Our Lipid Hydroperoxide Assay Kit measures the hydroperoxides directly utilizing the redox reactions with ferrous ions. An easy to use quantitative extraction method was developed to extract lipid hydroperoxides into chloroform, and the extract is directly used in the assay. This procedure eliminates any interference caused by hydrogen peroxide or endogenous ferric ions in the sample and provides a sensitive and reliable assay for lipid peroxidation. This kit is available in two formats: 100 dtn, which is designed to be read using a single-tube spectrophotometer, and 96 wells, which is designed to be read using a 96-well microplate reader. The 96 well kit contains a special glass plate which is resistant to organic solvents used in the assay; this is the only difference between the two kit types.",,Lipid Hydroperoxide (LPO) Assay Kit (96 well),https://www.caymanchem.com/product/705003
,,700870,"Lipid peroxidation is a well-established mechanism of cellular injury in both plants and animals and is used as an indicator of oxidative stress in cells and tissues. Lipid peroxides, derived from PUFAs, are unstable and decompose to form a complex series of compounds, which include reactive carbonyl compounds, such as malondialdehyde (MDA). MDA can be quantified through a controlled reaction with thiobarbituric acid, generating 'Thiobarbituric Acid Reactive Substances' (TBARS). Cayman’s TBARS Assay Kit provides a simple, reproducible, and standardized tool for assaying lipid peroxidation in plasma, serum, urine, tissue homogenates, and cell lysates. The MDA-TBA adduct formed by the reaction of MDA and TBA under high temperature (90-100°C) and acidic conditions can be measured either colorimetrically at 530-540 nm or with much higher sensitivity fluorometrically at an excitation wavelength of 530 nm and an emission wavelength of 550 nm.",,TBARS (TCA Method) Assay Kit,https://www.caymanchem.com/product/700870
,,10010895,"Xanthine oxidase (XO) catalyzes the hydroxylation of hypoxanthine to xanthine and then further catalyzes the oxidation of xanthine to uric acid. When oxidizing NADH, XO generates superoxide, a powerful reactive oxygen species. Excessive amounts of superoxide can lead to cell degeneration and death. XO is found predominantly in the liver and intestine. However, levels of circulating XO can increase dramatically with disease. Cayman’s Xanthine Oxidase Assay Kit provides a simple and accurate method for quantifying xanthine oxidase activity. The assay is based on a multistep enzymatic reaction whose end product resorufin, a highly fluorescent compound, can be easily analyzed using an excitation wavelength of 520-550 nm and an emission wavelength of 585-595 nm.",,Xanthine Oxidase Fluorometric Assay Kit,https://www.caymanchem.com/product/10010895
,,760871,"NADPH is an essential cofactor for the function of the NOS enzyme. Unfortunately, NADPH interferes with the chemistry of the Griess reagents, which are the most commonly used reagents for nitrite detection. There are two ways to get around this limitation. Vanishingly small amounts of NADPH can be used, in conjunction with a catalytic system for recycling the spent NADP back to NADPH. This is the system used in Cayman’s first Nitrate/Nitrite Colorimetric Assay Kit (Item No. ). It works well for the analysis of fluids such as plasma and urine, and is also available in a high sensitivity fluorometric version (Item No. ) for the detection of low levels of nitrate and nitrite. However, this method cannot be used to analyze nitrate and nitrite from an  NOS assay in which excess NADPH has been added. The second way to handle the NADPH interference problem is to go ahead and use an excess of NADPH. An additional step is added to the protocol to remove the excess NADPH. This is the avenue we have taken in the development of this nitrate/nitrite assay kit. This kit uses Lactate Dehydrogenase (LDH) to oxidize the excess NADPH. The kit is particularly well suited to measurements of NOS activity . High throughput screening applications using recombinant nitric oxide synthase (NOS) preparations can be quickly and accurately assayed with the LDH method kit. Each kit contains assay buffer, nitrate reductase, cofactors preparation, nitrate standard, lactate dehydrogenase, Griess Reagent R1, Griess Reagent R2, a 96 well plate, and complete instructions.",,"Nitrate/,Nitrite Colorimetric Assay Kit (LDH method)",https://www.caymanchem.com/product/760871
,,10005020,"Cayman’s Protein Carbonyl Colorimetric Assay Kit is a convenient colorimetric assay for the measurement of oxidized proteins. Protein samples are derivatized by making use of the reaction between 2,4-dinitrophenylhydrazine and protein carbonyls. Formation of a Schiff base produces the corresponding hydrazone which can be analyzed spectrophotometrically at 360-385 nm. This assay can be used to measure oxidized protein in plasma, serum, cell lysates, and tissue homogenates.",,Protein Carbonyl Colorimetric Assay Kit,https://www.caymanchem.com/product/10005020
,,706002,"Significant amounts of superoxide dismutase (SOD) in cellular and extracellular environments are crucial for the prevention of diseases linked to oxidative stress. Mutations in SOD account for approximately 20% of familial amyotrophic lateral sclerosis (ALS) cases. SOD also appears to be important in the prevention of other neurodegenerative disorders such as Alzheimer’s, Parkinson’s, and Huntington’s Diseases. The reaction catalyzed by SOD is extremely fast, having a turnover of 2 x 10 Msec and the presence of sufficient amounts of the enzyme in cells and tissues typically keeps the concentration of superoxide very low. Quantification of SOD activity is therefore essential in order to fully characterize the antioxidant capabilities of a biological system. The Cayman Chemical SOD Assay kit is a fast and reliable assay for the measurement of SOD activity from plasma, serum, tissue homogenates, and cell lysates. SOD activity is assessed by measuring the dismutation of superoxide radicals generated by xanthine oxidase and hypoxanthine in a convenient 96 well format. The standard curve generated using this enzyme provides a means to accurately quantify the activity of all three types of SOD (Cu/Zn, Mn, and FeSOD). Each kit contains sufficient reagents to assay 41 samples in duplicate and includes assay buffer, sample buffer, radical detector, SOD (standard), xanthine oxidase, a 96 well plate, and complete instructions.",,Superoxide Dismutase Assay Kit,https://www.caymanchem.com/product/706002
,,700340,"The detection and measurement of free thiols ( free cysteine, glutathione, and cysteine residues on proteins) is one of the essential tasks for investigating biological processes and events in many biological systems. Cayman’s Thiol Detection Assay Kit provides a simple, reproducible, and sensitive tool for assaying free thiol content in samples ( plasma, serum, tissue homogenates, cell lysates, and urine). The assay utilizes a proprietary fluorometric detector that reacts with thiol groups to emit a strong fluorescent signal which can be detected using excitation wavelengths between 380-390 nm and emission wavelengths between 510-520 nm.",,Thiol Detection Assay Kit,https://www.caymanchem.com/product/700340
